DIMENSION 2-D
Benchmarks;Instance 1;Instance 2;Instance 3;Instance 4;Instance 5;Instance 6;Instance 7;Instance 8;Instance 9;Instance 10;Instance 11;Instance 12;Instance 13;Instance 14;Instance 15;;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores
f8;1.2043e+00;4.4998e+00;1.2883e+00;4.1000e-02;4.8831e+00;7.3994e-01;1.6870e+00;4.1767e+00;1.1658e+00;1.0331e+00;1.2023e+00;1.5580e+00;9.6865e-01;4.0045e+00;8.8965e-01;;=FLOOR.XCL(-LOG10(B66),1);=FLOOR.XCL(-LOG10(C66),1);=FLOOR.XCL(-LOG10(D66),1);=FLOOR.XCL(-LOG10(E66),1);=FLOOR.XCL(-LOG10(F66),1);=FLOOR.XCL(-LOG10(G66),1);=FLOOR.XCL(-LOG10(H66),1);=FLOOR.XCL(-LOG10(I66),1);=FLOOR.XCL(-LOG10(J66),1);=FLOOR.XCL(-LOG10(K66),1);=FLOOR.XCL(-LOG10(L66),1);=FLOOR.XCL(-LOG10(M66),1);=FLOOR.XCL(-LOG10(N66),1);=FLOOR.XCL(-LOG10(O66),1);=FLOOR.XCL(-LOG10(P66),1)
f9;1.8219e+00;2.3123e+00;6.0986e-01;7.2846e-01;3.8545e-01;4.0100e-01;1.5622e+00;7.3894e-01;2.3302e+00;5.3056e-01;3.9322e-01;4.3400e-01;4.1557e+00;8.5200e-01;8.7199e-01;;=FLOOR.XCL(-LOG10(B67),1);=FLOOR.XCL(-LOG10(C67),1);=FLOOR.XCL(-LOG10(D67),1);=FLOOR.XCL(-LOG10(E67),1);=FLOOR.XCL(-LOG10(F67),1);=FLOOR.XCL(-LOG10(G67),1);=FLOOR.XCL(-LOG10(H67),1);=FLOOR.XCL(-LOG10(I67),1);=FLOOR.XCL(-LOG10(J67),1);=FLOOR.XCL(-LOG10(K67),1);=FLOOR.XCL(-LOG10(L67),1);=FLOOR.XCL(-LOG10(M67),1);=FLOOR.XCL(-LOG10(N67),1);=FLOOR.XCL(-LOG10(O67),1);=FLOOR.XCL(-LOG10(P67),1)
f10;7.6709e+01;2.5326e+02;1.6015e+02;2.7039e+02;3.3495e+00;1.8696e+02;1.0000e+03;2.1805e+02;5.4780e+02;1.0000e+03;1.5225e+01;4.4089e+02;5.9819e+02;1.0000e+03;2.6917e+02;;=FLOOR.XCL(-LOG10(B68),1);=FLOOR.XCL(-LOG10(C68),1);=FLOOR.XCL(-LOG10(D68),1);=FLOOR.XCL(-LOG10(E68),1);=FLOOR.XCL(-LOG10(F68),1);=FLOOR.XCL(-LOG10(G68),1);=FLOOR.XCL(-LOG10(H68),1);=FLOOR.XCL(-LOG10(I68),1);=FLOOR.XCL(-LOG10(J68),1);=FLOOR.XCL(-LOG10(K68),1);=FLOOR.XCL(-LOG10(L68),1);=FLOOR.XCL(-LOG10(M68),1);=FLOOR.XCL(-LOG10(N68),1);=FLOOR.XCL(-LOG10(O68),1);=FLOOR.XCL(-LOG10(P68),1)
f11;2.1345e+01;1.3856e+01;1.3349e+01;3.5848e+01;8.6064e+00;1.8285e+01;2.5607e+01;2.1419e+01;3.0228e+01;5.7867e+00;6.2778e+01;2.3418e+01;3.4296e+01;9.6020e+00;3.1016e+01;;=FLOOR.XCL(-LOG10(B69),1);=FLOOR.XCL(-LOG10(C69),1);=FLOOR.XCL(-LOG10(D69),1);=FLOOR.XCL(-LOG10(E69),1);=FLOOR.XCL(-LOG10(F69),1);=FLOOR.XCL(-LOG10(G69),1);=FLOOR.XCL(-LOG10(H69),1);=FLOOR.XCL(-LOG10(I69),1);=FLOOR.XCL(-LOG10(J69),1);=FLOOR.XCL(-LOG10(K69),1);=FLOOR.XCL(-LOG10(L69),1);=FLOOR.XCL(-LOG10(M69),1);=FLOOR.XCL(-LOG10(N69),1);=FLOOR.XCL(-LOG10(O69),1);=FLOOR.XCL(-LOG10(P69),1)
f12;2.4126e-01;7.6248e+00;5.6222e+00;4.2894e-01;3.6928e-02;1.1445e+01;4.9486e+01;1.8961e-02;2.0490e+01;2.7045e-01;1.7272e+00;2.5807e+01;2.3146e-01;6.8324e+01;6.0272e+00;;=FLOOR.XCL(-LOG10(B70),1);=FLOOR.XCL(-LOG10(C70),1);=FLOOR.XCL(-LOG10(D70),1);=FLOOR.XCL(-LOG10(E70),1);=FLOOR.XCL(-LOG10(F70),1);=FLOOR.XCL(-LOG10(G70),1);=FLOOR.XCL(-LOG10(H70),1);=FLOOR.XCL(-LOG10(I70),1);=FLOOR.XCL(-LOG10(J70),1);=FLOOR.XCL(-LOG10(K70),1);=FLOOR.XCL(-LOG10(L70),1);=FLOOR.XCL(-LOG10(M70),1);=FLOOR.XCL(-LOG10(N70),1);=FLOOR.XCL(-LOG10(O70),1);=FLOOR.XCL(-LOG10(P70),1)
f13;1.1207e+01;7.3271e+01;1.5268e+00;8.2417e+00;8.7371e+00;1.8124e+01;1.8628e+00;2.2105e+01;8.1000e+00;1.5299e+01;9.6647e+00;2.1298e+01;9.4097e-01;2.3022e+00;9.3627e+00;;=FLOOR.XCL(-LOG10(B71),1);=FLOOR.XCL(-LOG10(C71),1);=FLOOR.XCL(-LOG10(D71),1);=FLOOR.XCL(-LOG10(E71),1);=FLOOR.XCL(-LOG10(F71),1);=FLOOR.XCL(-LOG10(G71),1);=FLOOR.XCL(-LOG10(H71),1);=FLOOR.XCL(-LOG10(I71),1);=FLOOR.XCL(-LOG10(J71),1);=FLOOR.XCL(-LOG10(K71),1);=FLOOR.XCL(-LOG10(L71),1);=FLOOR.XCL(-LOG10(M71),1);=FLOOR.XCL(-LOG10(N71),1);=FLOOR.XCL(-LOG10(O71),1);=FLOOR.XCL(-LOG10(P71),1)
f14;1.0512e-04;3.6422e-05;9.8956e-05;5.1947e-05;2.5214e-04;1.5841e-04;4.2414e-04;9.8642e-06;8.2322e-05;1.3283e-04;2.8522e-04;2.1319e-04;2.8682e-04;2.4577e-04;1.3526e-04;;=FLOOR.XCL(-LOG10(B72),1);=FLOOR.XCL(-LOG10(C72),1);=FLOOR.XCL(-LOG10(D72),1);=FLOOR.XCL(-LOG10(E72),1);=FLOOR.XCL(-LOG10(F72),1);=FLOOR.XCL(-LOG10(G72),1);=FLOOR.XCL(-LOG10(H72),1);=FLOOR.XCL(-LOG10(I72),1);=FLOOR.XCL(-LOG10(J72),1);=FLOOR.XCL(-LOG10(K72),1);=FLOOR.XCL(-LOG10(L72),1);=FLOOR.XCL(-LOG10(M72),1);=FLOOR.XCL(-LOG10(N72),1);=FLOOR.XCL(-LOG10(O72),1);=FLOOR.XCL(-LOG10(P72),1)
f15;6.9647e+00;9.9745e+00;1.1939e+01;4.9748e+00;5.9729e+00;1.9900e+00;2.9849e+00;1.9913e+00;4.9748e+00;4.9748e+00;4.9748e+00;2.9850e+00;5.9698e+00;3.9798e+00;1.0945e+01;;=FLOOR.XCL(-LOG10(B73),1);=FLOOR.XCL(-LOG10(C73),1);=FLOOR.XCL(-LOG10(D73),1);=FLOOR.XCL(-LOG10(E73),1);=FLOOR.XCL(-LOG10(F73),1);=FLOOR.XCL(-LOG10(G73),1);=FLOOR.XCL(-LOG10(H73),1);=FLOOR.XCL(-LOG10(I73),1);=FLOOR.XCL(-LOG10(J73),1);=FLOOR.XCL(-LOG10(K73),1);=FLOOR.XCL(-LOG10(L73),1);=FLOOR.XCL(-LOG10(M73),1);=FLOOR.XCL(-LOG10(N73),1);=FLOOR.XCL(-LOG10(O73),1);=FLOOR.XCL(-LOG10(P73),1)
f16;1.2407e-01;2.8283e-01;1.4866e-01;1.3839e-01;4.6721e-01;3.0858e+00;1.7240e-02;4.3930e-01;7.3666e-01;1.6835e-01;1.5691e-01;2.1298e+00;3.7198e-02;1.3389e+00;1.3903e-01;;=FLOOR.XCL(-LOG10(B74),1);=FLOOR.XCL(-LOG10(C74),1);=FLOOR.XCL(-LOG10(D74),1);=FLOOR.XCL(-LOG10(E74),1);=FLOOR.XCL(-LOG10(F74),1);=FLOOR.XCL(-LOG10(G74),1);=FLOOR.XCL(-LOG10(H74),1);=FLOOR.XCL(-LOG10(I74),1);=FLOOR.XCL(-LOG10(J74),1);=FLOOR.XCL(-LOG10(K74),1);=FLOOR.XCL(-LOG10(L74),1);=FLOOR.XCL(-LOG10(M74),1);=FLOOR.XCL(-LOG10(N74),1);=FLOOR.XCL(-LOG10(O74),1);=FLOOR.XCL(-LOG10(P74),1)
f17;1.3781e-03;2.6616e-05;8.0264e-03;2.4927e-01;8.3270e-03;1.1151e-03;5.3434e-03;5.0840e-01;6.8344e-01;2.6961e-02;8.9389e-04;1.5533e-02;2.0296e-01;1.5940e-01;2.5721e-02;;=FLOOR.XCL(-LOG10(B75),1);=FLOOR.XCL(-LOG10(C75),1);=FLOOR.XCL(-LOG10(D75),1);=FLOOR.XCL(-LOG10(E75),1);=FLOOR.XCL(-LOG10(F75),1);=FLOOR.XCL(-LOG10(G75),1);=FLOOR.XCL(-LOG10(H75),1);=FLOOR.XCL(-LOG10(I75),1);=FLOOR.XCL(-LOG10(J75),1);=FLOOR.XCL(-LOG10(K75),1);=FLOOR.XCL(-LOG10(L75),1);=FLOOR.XCL(-LOG10(M75),1);=FLOOR.XCL(-LOG10(N75),1);=FLOOR.XCL(-LOG10(O75),1);=FLOOR.XCL(-LOG10(P75),1)
f18;7.4482e-02;2.9185e-03;1.7835e-01;1.9647e-02;3.9717e-01;7.8824e-02;5.9909e-02;7.4568e-02;6.5209e-02;1.9557e+00;2.4315e+00;3.0404e-01;4.9214e-01;1.0570e-01;1.8472e-01;;=FLOOR.XCL(-LOG10(B76),1);=FLOOR.XCL(-LOG10(C76),1);=FLOOR.XCL(-LOG10(D76),1);=FLOOR.XCL(-LOG10(E76),1);=FLOOR.XCL(-LOG10(F76),1);=FLOOR.XCL(-LOG10(G76),1);=FLOOR.XCL(-LOG10(H76),1);=FLOOR.XCL(-LOG10(I76),1);=FLOOR.XCL(-LOG10(J76),1);=FLOOR.XCL(-LOG10(K76),1);=FLOOR.XCL(-LOG10(L76),1);=FLOOR.XCL(-LOG10(M76),1);=FLOOR.XCL(-LOG10(N76),1);=FLOOR.XCL(-LOG10(O76),1);=FLOOR.XCL(-LOG10(P76),1)
f19;3.2293e-01;6.5318e-01;2.7878e-01;1.1802e+00;3.2290e-01;1.3605e-01;4.6611e-01;8.3126e-01;4.1753e-01;6.0076e-01;1.4483e-01;5.2721e-01;4.5396e-01;2.6458e-01;7.3013e-01;;=FLOOR.XCL(-LOG10(B77),1);=FLOOR.XCL(-LOG10(C77),1);=FLOOR.XCL(-LOG10(D77),1);=FLOOR.XCL(-LOG10(E77),1);=FLOOR.XCL(-LOG10(F77),1);=FLOOR.XCL(-LOG10(G77),1);=FLOOR.XCL(-LOG10(H77),1);=FLOOR.XCL(-LOG10(I77),1);=FLOOR.XCL(-LOG10(J77),1);=FLOOR.XCL(-LOG10(K77),1);=FLOOR.XCL(-LOG10(L77),1);=FLOOR.XCL(-LOG10(M77),1);=FLOOR.XCL(-LOG10(N77),1);=FLOOR.XCL(-LOG10(O77),1);=FLOOR.XCL(-LOG10(P77),1)
f20;6.5767e-03;6.7116e-01;2.3688e-01;4.7375e-01;4.3430e-01;4.3428e-01;2.3690e-01;6.7116e-01;4.7375e-01;1.0268e+00;6.7116e-01;8.2909e-01;1.0660e+00;4.7375e-01;4.7375e-01;;=FLOOR.XCL(-LOG10(B78),1);=FLOOR.XCL(-LOG10(C78),1);=FLOOR.XCL(-LOG10(D78),1);=FLOOR.XCL(-LOG10(E78),1);=FLOOR.XCL(-LOG10(F78),1);=FLOOR.XCL(-LOG10(G78),1);=FLOOR.XCL(-LOG10(H78),1);=FLOOR.XCL(-LOG10(I78),1);=FLOOR.XCL(-LOG10(J78),1);=FLOOR.XCL(-LOG10(K78),1);=FLOOR.XCL(-LOG10(L78),1);=FLOOR.XCL(-LOG10(M78),1);=FLOOR.XCL(-LOG10(N78),1);=FLOOR.XCL(-LOG10(O78),1);=FLOOR.XCL(-LOG10(P78),1)
f21;6.9186e-01;1.0000e-14;1.0000e-14;6.9186e-01;1.8030e+00;1.9377e+00;1.0000e-14;7.4571e-01;2.7780e+00;9.3000e-01;1.0000e-14;1.2473e+00;2.1186e+00;9.3000e-01;1.0000e-14;;=FLOOR.XCL(-LOG10(B79),1);=FLOOR.XCL(-LOG10(C79),1);=FLOOR.XCL(-LOG10(D79),1);=FLOOR.XCL(-LOG10(E79),1);=FLOOR.XCL(-LOG10(F79),1);=FLOOR.XCL(-LOG10(G79),1);=FLOOR.XCL(-LOG10(H79),1);=FLOOR.XCL(-LOG10(I79),1);=FLOOR.XCL(-LOG10(J79),1);=FLOOR.XCL(-LOG10(K79),1);=FLOOR.XCL(-LOG10(L79),1);=FLOOR.XCL(-LOG10(M79),1);=FLOOR.XCL(-LOG10(N79),1);=FLOOR.XCL(-LOG10(O79),1);=FLOOR.XCL(-LOG10(P79),1)
f22;6.9186e-01;2.4890e-06;1.8032e-09;6.9186e-01;6.9186e-01;1.0748e-07;6.9798e-01;6.9186e-01;6.9186e-01;6.9186e-01;1.4186e-06;6.9186e-01;2.7538e-09;5.1114e+00;1.9550e+00;;=FLOOR.XCL(-LOG10(B80),1);=FLOOR.XCL(-LOG10(C80),1);=FLOOR.XCL(-LOG10(D80),1);=FLOOR.XCL(-LOG10(E80),1);=FLOOR.XCL(-LOG10(F80),1);=FLOOR.XCL(-LOG10(G80),1);=FLOOR.XCL(-LOG10(H80),1);=FLOOR.XCL(-LOG10(I80),1);=FLOOR.XCL(-LOG10(J80),1);=FLOOR.XCL(-LOG10(K80),1);=FLOOR.XCL(-LOG10(L80),1);=FLOOR.XCL(-LOG10(M80),1);=FLOOR.XCL(-LOG10(N80),1);=FLOOR.XCL(-LOG10(O80),1);=FLOOR.XCL(-LOG10(P80),1)
f23;1.2697e+00;4.2013e-01;1.1340e+00;6.3201e-01;1.5131e+00;1.1147e+00;1.6565e+00;4.1923e-01;1.2069e+00;4.8833e-01;1.1922e+00;8.3581e-01;1.4424e+00;9.5623e-01;1.2360e+00;;=FLOOR.XCL(-LOG10(B81),1);=FLOOR.XCL(-LOG10(C81),1);=FLOOR.XCL(-LOG10(D81),1);=FLOOR.XCL(-LOG10(E81),1);=FLOOR.XCL(-LOG10(F81),1);=FLOOR.XCL(-LOG10(G81),1);=FLOOR.XCL(-LOG10(H81),1);=FLOOR.XCL(-LOG10(I81),1);=FLOOR.XCL(-LOG10(J81),1);=FLOOR.XCL(-LOG10(K81),1);=FLOOR.XCL(-LOG10(L81),1);=FLOOR.XCL(-LOG10(M81),1);=FLOOR.XCL(-LOG10(N81),1);=FLOOR.XCL(-LOG10(O81),1);=FLOOR.XCL(-LOG10(P81),1)
f24;8.1741e+00;9.0301e+00;8.9559e+00;8.3996e+00;4.0840e+00;1.0169e+01;8.5284e+00;1.0127e+01;6.2202e+00;8.2011e+00;9.8275e+00;8.8017e+00;9.1497e+00;8.2790e+00;7.8750e+00;;=FLOOR.XCL(-LOG10(B82),1);=FLOOR.XCL(-LOG10(C82),1);=FLOOR.XCL(-LOG10(D82),1);=FLOOR.XCL(-LOG10(E82),1);=FLOOR.XCL(-LOG10(F82),1);=FLOOR.XCL(-LOG10(G82),1);=FLOOR.XCL(-LOG10(H82),1);=FLOOR.XCL(-LOG10(I82),1);=FLOOR.XCL(-LOG10(J82),1);=FLOOR.XCL(-LOG10(K82),1);=FLOOR.XCL(-LOG10(L82),1);=FLOOR.XCL(-LOG10(M82),1);=FLOOR.XCL(-LOG10(N82),1);=FLOOR.XCL(-LOG10(O82),1);=FLOOR.XCL(-LOG10(P82),1)
;;;;;;;;;;;;;;;;;Total;=SUM(R59:AF82)

DIMENSION 10-D
Benchmarks;Instance 1;Instance 2;Instance 3;Instance 4;Instance 5;Instance 6;Instance 7;Instance 8;Instance 9;Instance 10;Instance 11;Instance 12;Instance 13;Instance 14;Instance 15;;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores
f1;1.6113e-08;2.3913e-09;6.1019e-09;2.9017e-09;2.6642e-08;3.7485e-09;1.7409e-08;3.2579e-08;6.2002e-11;9.1312e-11;4.6949e-09;2.1053e-08;1.8973e-10;2.4503e-08;1.5151e-08;;=FLOOR.XCL(-LOG10(B87),1);=FLOOR.XCL(-LOG10(C87),1);=FLOOR.XCL(-LOG10(D87),1);=FLOOR.XCL(-LOG10(E87),1);=FLOOR.XCL(-LOG10(F87),1);=FLOOR.XCL(-LOG10(G87),1);=FLOOR.XCL(-LOG10(H87),1);=FLOOR.XCL(-LOG10(I87),1);=FLOOR.XCL(-LOG10(J87),1);=FLOOR.XCL(-LOG10(K87),1);=FLOOR.XCL(-LOG10(L87),1);=FLOOR.XCL(-LOG10(M87),1);=FLOOR.XCL(-LOG10(N87),1);=FLOOR.XCL(-LOG10(O87),1);=FLOOR.XCL(-LOG10(P87),1)
f2;4.1129e+01;1.7545e+02;2.3086e+01;2.4290e+01;7.9156e+00;3.4221e+01;1.2794e-02;5.7232e+01;3.8504e+00;1.8756e+01;7.7255e+02;1.4593e+01;3.3391e+02;1.4849e+01;2.4245e+00;;=FLOOR.XCL(-LOG10(B88),1);=FLOOR.XCL(-LOG10(C88),1);=FLOOR.XCL(-LOG10(D88),1);=FLOOR.XCL(-LOG10(E88),1);=FLOOR.XCL(-LOG10(F88),1);=FLOOR.XCL(-LOG10(G88),1);=FLOOR.XCL(-LOG10(H88),1);=FLOOR.XCL(-LOG10(I88),1);=FLOOR.XCL(-LOG10(J88),1);=FLOOR.XCL(-LOG10(K88),1);=FLOOR.XCL(-LOG10(L88),1);=FLOOR.XCL(-LOG10(M88),1);=FLOOR.XCL(-LOG10(N88),1);=FLOOR.XCL(-LOG10(O88),1);=FLOOR.XCL(-LOG10(P88),1)
f3;1.1940e+01;1.0000e+01;8.1341e+00;8.9836e+00;1.7914e+01;6.0148e+00;3.9810e+00;1.6923e+01;1.2936e+01;1.0945e+01;1.3929e+01;1.6914e+01;7.9642e+00;9.0755e+00;1.2978e+01;;=FLOOR.XCL(-LOG10(B89),1);=FLOOR.XCL(-LOG10(C89),1);=FLOOR.XCL(-LOG10(D89),1);=FLOOR.XCL(-LOG10(E89),1);=FLOOR.XCL(-LOG10(F89),1);=FLOOR.XCL(-LOG10(G89),1);=FLOOR.XCL(-LOG10(H89),1);=FLOOR.XCL(-LOG10(I89),1);=FLOOR.XCL(-LOG10(J89),1);=FLOOR.XCL(-LOG10(K89),1);=FLOOR.XCL(-LOG10(L89),1);=FLOOR.XCL(-LOG10(M89),1);=FLOOR.XCL(-LOG10(N89),1);=FLOOR.XCL(-LOG10(O89),1);=FLOOR.XCL(-LOG10(P89),1)
f4;4.9756e+00;2.0907e+01;7.9598e+00;1.0945e+01;5.9734e+00;2.0894e+01;2.9849e+01;2.0105e+01;2.2884e+01;6.9647e+00;1.9935e+01;1.7026e+01;1.7909e+01;5.9701e+00;8.9573e+00;;=FLOOR.XCL(-LOG10(B90),1);=FLOOR.XCL(-LOG10(C90),1);=FLOOR.XCL(-LOG10(D90),1);=FLOOR.XCL(-LOG10(E90),1);=FLOOR.XCL(-LOG10(F90),1);=FLOOR.XCL(-LOG10(G90),1);=FLOOR.XCL(-LOG10(H90),1);=FLOOR.XCL(-LOG10(I90),1);=FLOOR.XCL(-LOG10(J90),1);=FLOOR.XCL(-LOG10(K90),1);=FLOOR.XCL(-LOG10(L90),1);=FLOOR.XCL(-LOG10(M90),1);=FLOOR.XCL(-LOG10(N90),1);=FLOOR.XCL(-LOG10(O90),1);=FLOOR.XCL(-LOG10(P90),1)
f5;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.4211e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0658e-14;1.0000e-14;1.0000e-14;1.4211e-14;1.0000e-14;;=FLOOR.XCL(-LOG10(B91),1);=FLOOR.XCL(-LOG10(C91),1);=FLOOR.XCL(-LOG10(D91),1);=FLOOR.XCL(-LOG10(E91),1);=FLOOR.XCL(-LOG10(F91),1);=FLOOR.XCL(-LOG10(G91),1);=FLOOR.XCL(-LOG10(H91),1);=FLOOR.XCL(-LOG10(I91),1);=FLOOR.XCL(-LOG10(J91),1);=FLOOR.XCL(-LOG10(K91),1);=FLOOR.XCL(-LOG10(L91),1);=FLOOR.XCL(-LOG10(M91),1);=FLOOR.XCL(-LOG10(N91),1);=FLOOR.XCL(-LOG10(O91),1);=FLOOR.XCL(-LOG10(P91),1)
f6;2.5512e+01;7.6809e-02;3.6631e+00;1.5934e-01;3.3320e-02;3.8968e-01;2.7478e-02;3.7772e+00;1.4963e+00;4.3525e-01;4.4617e+00;5.9109e-01;2.5698e+01;1.3164e+00;2.4439e+01;;=FLOOR.XCL(-LOG10(B92),1);=FLOOR.XCL(-LOG10(C92),1);=FLOOR.XCL(-LOG10(D92),1);=FLOOR.XCL(-LOG10(E92),1);=FLOOR.XCL(-LOG10(F92),1);=FLOOR.XCL(-LOG10(G92),1);=FLOOR.XCL(-LOG10(H92),1);=FLOOR.XCL(-LOG10(I92),1);=FLOOR.XCL(-LOG10(J92),1);=FLOOR.XCL(-LOG10(K92),1);=FLOOR.XCL(-LOG10(L92),1);=FLOOR.XCL(-LOG10(M92),1);=FLOOR.XCL(-LOG10(N92),1);=FLOOR.XCL(-LOG10(O92),1);=FLOOR.XCL(-LOG10(P92),1)
f7;9.4456e+00;4.4360e+01;1.8058e+01;4.2839e-01;2.4722e+00;2.9515e+00;2.2684e+00;1.3547e+00;1.0135e+01;1.5827e+00;2.6400e+00;8.3563e+00;2.0422e+00;7.3273e+00;5.3668e+00;;=FLOOR.XCL(-LOG10(B93),1);=FLOOR.XCL(-LOG10(C93),1);=FLOOR.XCL(-LOG10(D93),1);=FLOOR.XCL(-LOG10(E93),1);=FLOOR.XCL(-LOG10(F93),1);=FLOOR.XCL(-LOG10(G93),1);=FLOOR.XCL(-LOG10(H93),1);=FLOOR.XCL(-LOG10(I93),1);=FLOOR.XCL(-LOG10(J93),1);=FLOOR.XCL(-LOG10(K93),1);=FLOOR.XCL(-LOG10(L93),1);=FLOOR.XCL(-LOG10(M93),1);=FLOOR.XCL(-LOG10(N93),1);=FLOOR.XCL(-LOG10(O93),1);=FLOOR.XCL(-LOG10(P93),1)
f8;6.9378e+00;9.4497e+00;6.6388e+00;8.4424e+01;2.0561e-01;4.6201e+00;6.2855e+00;8.1376e+00;4.0743e+01;6.2998e+00;6.7540e+00;7.5576e+00;7.7404e-02;4.0010e+00;7.5131e+00;;=FLOOR.XCL(-LOG10(B94),1);=FLOOR.XCL(-LOG10(C94),1);=FLOOR.XCL(-LOG10(D94),1);=FLOOR.XCL(-LOG10(E94),1);=FLOOR.XCL(-LOG10(F94),1);=FLOOR.XCL(-LOG10(G94),1);=FLOOR.XCL(-LOG10(H94),1);=FLOOR.XCL(-LOG10(I94),1);=FLOOR.XCL(-LOG10(J94),1);=FLOOR.XCL(-LOG10(K94),1);=FLOOR.XCL(-LOG10(L94),1);=FLOOR.XCL(-LOG10(M94),1);=FLOOR.XCL(-LOG10(N94),1);=FLOOR.XCL(-LOG10(O94),1);=FLOOR.XCL(-LOG10(P94),1)
f9;2.8098e+00;7.6755e+00;9.5533e+00;9.3791e+00;7.0275e+00;9.1033e+00;6.2655e+00;2.6005e+01;7.2329e+00;1.2601e+02;2.0016e+01;8.1472e+00;9.3104e+00;8.2203e+00;7.4616e+01;;=FLOOR.XCL(-LOG10(B95),1);=FLOOR.XCL(-LOG10(C95),1);=FLOOR.XCL(-LOG10(D95),1);=FLOOR.XCL(-LOG10(E95),1);=FLOOR.XCL(-LOG10(F95),1);=FLOOR.XCL(-LOG10(G95),1);=FLOOR.XCL(-LOG10(H95),1);=FLOOR.XCL(-LOG10(I95),1);=FLOOR.XCL(-LOG10(J95),1);=FLOOR.XCL(-LOG10(K95),1);=FLOOR.XCL(-LOG10(L95),1);=FLOOR.XCL(-LOG10(M95),1);=FLOOR.XCL(-LOG10(N95),1);=FLOOR.XCL(-LOG10(O95),1);=FLOOR.XCL(-LOG10(P95),1)
f10;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.6228e+02;1.0000e+03;1.0000e+03;1.0000e+03;;=FLOOR.XCL(-LOG10(B96),1);=FLOOR.XCL(-LOG10(C96),1);=FLOOR.XCL(-LOG10(D96),1);=FLOOR.XCL(-LOG10(E96),1);=FLOOR.XCL(-LOG10(F96),1);=FLOOR.XCL(-LOG10(G96),1);=FLOOR.XCL(-LOG10(H96),1);=FLOOR.XCL(-LOG10(I96),1);=FLOOR.XCL(-LOG10(J96),1);=FLOOR.XCL(-LOG10(K96),1);=FLOOR.XCL(-LOG10(L96),1);=FLOOR.XCL(-LOG10(M96),1);=FLOOR.XCL(-LOG10(N96),1);=FLOOR.XCL(-LOG10(O96),1);=FLOOR.XCL(-LOG10(P96),1)
f11;6.0503e+01;9.1156e+01;5.5844e+01;7.2299e+01;6.3550e+01;1.7745e+01;2.0321e+01;3.6161e+01;7.3145e+01;3.0511e+01;2.0383e+01;6.6099e+01;9.3585e+01;1.8292e+01;3.9455e+01;;=FLOOR.XCL(-LOG10(B97),1);=FLOOR.XCL(-LOG10(C97),1);=FLOOR.XCL(-LOG10(D97),1);=FLOOR.XCL(-LOG10(E97),1);=FLOOR.XCL(-LOG10(F97),1);=FLOOR.XCL(-LOG10(G97),1);=FLOOR.XCL(-LOG10(H97),1);=FLOOR.XCL(-LOG10(I97),1);=FLOOR.XCL(-LOG10(J97),1);=FLOOR.XCL(-LOG10(K97),1);=FLOOR.XCL(-LOG10(L97),1);=FLOOR.XCL(-LOG10(M97),1);=FLOOR.XCL(-LOG10(N97),1);=FLOOR.XCL(-LOG10(O97),1);=FLOOR.XCL(-LOG10(P97),1)
f12;1.2814e+01;9.0081e-01;3.5497e+01;5.0286e-02;1.8308e+01;1.0251e+01;6.6930e+00;4.3218e+00;3.9291e+01;5.7887e+00;1.8194e+01;3.0142e-01;1.8331e+00;2.2598e+02;8.3087e+00;;=FLOOR.XCL(-LOG10(B98),1);=FLOOR.XCL(-LOG10(C98),1);=FLOOR.XCL(-LOG10(D98),1);=FLOOR.XCL(-LOG10(E98),1);=FLOOR.XCL(-LOG10(F98),1);=FLOOR.XCL(-LOG10(G98),1);=FLOOR.XCL(-LOG10(H98),1);=FLOOR.XCL(-LOG10(I98),1);=FLOOR.XCL(-LOG10(J98),1);=FLOOR.XCL(-LOG10(K98),1);=FLOOR.XCL(-LOG10(L98),1);=FLOOR.XCL(-LOG10(M98),1);=FLOOR.XCL(-LOG10(N98),1);=FLOOR.XCL(-LOG10(O98),1);=FLOOR.XCL(-LOG10(P98),1)
