DIMENSION 2-D
Benchmarks;Instance 1;Instance 2;Instance 3;Instance 4;Instance 5;Instance 6;Instance 7;Instance 8;Instance 9;Instance 10;Instance 11;Instance 12;Instance 13;Instance 14;Instance 15;;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores
f3;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.9899e+00;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;4.5475e-13;;=FLOOR.XCL(-LOG10(B33),1);=FLOOR.XCL(-LOG10(C33),1);=FLOOR.XCL(-LOG10(D33),1);=FLOOR.XCL(-LOG10(E33),1);=FLOOR.XCL(-LOG10(F33),1);=FLOOR.XCL(-LOG10(G33),1);=FLOOR.XCL(-LOG10(H33),1);=FLOOR.XCL(-LOG10(I33),1);=FLOOR.XCL(-LOG10(J33),1);=FLOOR.XCL(-LOG10(K33),1);=FLOOR.XCL(-LOG10(L33),1);=FLOOR.XCL(-LOG10(M33),1);=FLOOR.XCL(-LOG10(N33),1);=FLOOR.XCL(-LOG10(O33),1);=FLOOR.XCL(-LOG10(P33),1)
f4;1.0000e-14;9.9496e-01;9.9496e-01;1.9940e+00;9.9496e-01;1.7280e-10;1.0000e-14;1.0000e-14;1.0000e-14;9.9496e-01;9.9496e-01;9.2834e-09;9.9496e-01;6.8135e-04;9.9497e-01;;=FLOOR.XCL(-LOG10(B34),1);=FLOOR.XCL(-LOG10(C34),1);=FLOOR.XCL(-LOG10(D34),1);=FLOOR.XCL(-LOG10(E34),1);=FLOOR.XCL(-LOG10(F34),1);=FLOOR.XCL(-LOG10(G34),1);=FLOOR.XCL(-LOG10(H34),1);=FLOOR.XCL(-LOG10(I34),1);=FLOOR.XCL(-LOG10(J34),1);=FLOOR.XCL(-LOG10(K34),1);=FLOOR.XCL(-LOG10(L34),1);=FLOOR.XCL(-LOG10(M34),1);=FLOOR.XCL(-LOG10(N34),1);=FLOOR.XCL(-LOG10(O34),1);=FLOOR.XCL(-LOG10(P34),1)
f5;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;;=FLOOR.XCL(-LOG10(B35),1);=FLOOR.XCL(-LOG10(C35),1);=FLOOR.XCL(-LOG10(D35),1);=FLOOR.XCL(-LOG10(E35),1);=FLOOR.XCL(-LOG10(F35),1);=FLOOR.XCL(-LOG10(G35),1);=FLOOR.XCL(-LOG10(H35),1);=FLOOR.XCL(-LOG10(I35),1);=FLOOR.XCL(-LOG10(J35),1);=FLOOR.XCL(-LOG10(K35),1);=FLOOR.XCL(-LOG10(L35),1);=FLOOR.XCL(-LOG10(M35),1);=FLOOR.XCL(-LOG10(N35),1);=FLOOR.XCL(-LOG10(O35),1);=FLOOR.XCL(-LOG10(P35),1)
f6;1.0000e-14;1.0000e-14;4.5802e-09;2.2737e-13;1.1369e-13;7.6490e-12;1.3074e-12;1.6769e-12;3.8995e-11;4.4338e-12;1.2790e-13;1.0000e-14;1.4211e-14;1.0822e-11;5.1728e-12;;=FLOOR.XCL(-LOG10(B36),1);=FLOOR.XCL(-LOG10(C36),1);=FLOOR.XCL(-LOG10(D36),1);=FLOOR.XCL(-LOG10(E36),1);=FLOOR.XCL(-LOG10(F36),1);=FLOOR.XCL(-LOG10(G36),1);=FLOOR.XCL(-LOG10(H36),1);=FLOOR.XCL(-LOG10(I36),1);=FLOOR.XCL(-LOG10(J36),1);=FLOOR.XCL(-LOG10(K36),1);=FLOOR.XCL(-LOG10(L36),1);=FLOOR.XCL(-LOG10(M36),1);=FLOOR.XCL(-LOG10(N36),1);=FLOOR.XCL(-LOG10(O36),1);=FLOOR.XCL(-LOG10(P36),1)
f7;1.4211e-14;1.2228e-01;1.0000e-14;1.0656e-02;1.0000e-14;1.4211e-14;1.0000e-14;1.3426e-01;6.7879e-03;1.0000e-14;1.0000e-14;5.6843e-14;1.0000e-14;1.0000e-14;1.0000e-14;;=FLOOR.XCL(-LOG10(B37),1);=FLOOR.XCL(-LOG10(C37),1);=FLOOR.XCL(-LOG10(D37),1);=FLOOR.XCL(-LOG10(E37),1);=FLOOR.XCL(-LOG10(F37),1);=FLOOR.XCL(-LOG10(G37),1);=FLOOR.XCL(-LOG10(H37),1);=FLOOR.XCL(-LOG10(I37),1);=FLOOR.XCL(-LOG10(J37),1);=FLOOR.XCL(-LOG10(K37),1);=FLOOR.XCL(-LOG10(L37),1);=FLOOR.XCL(-LOG10(M37),1);=FLOOR.XCL(-LOG10(N37),1);=FLOOR.XCL(-LOG10(O37),1);=FLOOR.XCL(-LOG10(P37),1)
f8;2.3969e-02;4.5359e-02;3.8600e-02;3.8935e-02;4.7107e-02;2.2299e-02;3.2421e-03;3.2674e+00;1.2678e-02;2.9528e-05;6.3484e-03;1.0222e-04;3.4105e-02;3.9817e-06;1.1464e-01;;=FLOOR.XCL(-LOG10(B38),1);=FLOOR.XCL(-LOG10(C38),1);=FLOOR.XCL(-LOG10(D38),1);=FLOOR.XCL(-LOG10(E38),1);=FLOOR.XCL(-LOG10(F38),1);=FLOOR.XCL(-LOG10(G38),1);=FLOOR.XCL(-LOG10(H38),1);=FLOOR.XCL(-LOG10(I38),1);=FLOOR.XCL(-LOG10(J38),1);=FLOOR.XCL(-LOG10(K38),1);=FLOOR.XCL(-LOG10(L38),1);=FLOOR.XCL(-LOG10(M38),1);=FLOOR.XCL(-LOG10(N38),1);=FLOOR.XCL(-LOG10(O38),1);=FLOOR.XCL(-LOG10(P38),1)
f9;1.8174e-02;7.5768e-03;2.0487e-02;3.9188e-02;1.7038e-04;9.8098e-04;2.7235e-03;2.5110e-02;3.7830e-03;4.4424e-02;4.3818e-03;1.6218e-02;9.6665e-03;8.6448e-02;1.1624e-01;;=FLOOR.XCL(-LOG10(B39),1);=FLOOR.XCL(-LOG10(C39),1);=FLOOR.XCL(-LOG10(D39),1);=FLOOR.XCL(-LOG10(E39),1);=FLOOR.XCL(-LOG10(F39),1);=FLOOR.XCL(-LOG10(G39),1);=FLOOR.XCL(-LOG10(H39),1);=FLOOR.XCL(-LOG10(I39),1);=FLOOR.XCL(-LOG10(J39),1);=FLOOR.XCL(-LOG10(K39),1);=FLOOR.XCL(-LOG10(L39),1);=FLOOR.XCL(-LOG10(M39),1);=FLOOR.XCL(-LOG10(N39),1);=FLOOR.XCL(-LOG10(O39),1);=FLOOR.XCL(-LOG10(P39),1)
f10;9.7336e-03;2.8167e-01;3.4922e+01;2.7212e+01;3.9775e-03;1.9103e+00;1.1678e-01;6.4006e-02;1.5180e-03;2.9144e+01;3.3095e+00;2.2952e-01;1.2298e+01;8.2408e+00;9.0517e+00;;=FLOOR.XCL(-LOG10(B40),1);=FLOOR.XCL(-LOG10(C40),1);=FLOOR.XCL(-LOG10(D40),1);=FLOOR.XCL(-LOG10(E40),1);=FLOOR.XCL(-LOG10(F40),1);=FLOOR.XCL(-LOG10(G40),1);=FLOOR.XCL(-LOG10(H40),1);=FLOOR.XCL(-LOG10(I40),1);=FLOOR.XCL(-LOG10(J40),1);=FLOOR.XCL(-LOG10(K40),1);=FLOOR.XCL(-LOG10(L40),1);=FLOOR.XCL(-LOG10(M40),1);=FLOOR.XCL(-LOG10(N40),1);=FLOOR.XCL(-LOG10(O40),1);=FLOOR.XCL(-LOG10(P40),1)
f11;3.2448e+00;1.1418e+00;2.1968e+00;9.5238e+00;1.1274e-01;2.0498e+01;1.1727e+01;3.2964e-01;4.8528e+01;2.1672e+01;2.1913e-01;1.1651e+00;9.0663e-01;4.3666e+00;8.2664e+00;;=FLOOR.XCL(-LOG10(B41),1);=FLOOR.XCL(-LOG10(C41),1);=FLOOR.XCL(-LOG10(D41),1);=FLOOR.XCL(-LOG10(E41),1);=FLOOR.XCL(-LOG10(F41),1);=FLOOR.XCL(-LOG10(G41),1);=FLOOR.XCL(-LOG10(H41),1);=FLOOR.XCL(-LOG10(I41),1);=FLOOR.XCL(-LOG10(J41),1);=FLOOR.XCL(-LOG10(K41),1);=FLOOR.XCL(-LOG10(L41),1);=FLOOR.XCL(-LOG10(M41),1);=FLOOR.XCL(-LOG10(N41),1);=FLOOR.XCL(-LOG10(O41),1);=FLOOR.XCL(-LOG10(P41),1)
f12;7.1049e-01;7.9252e+00;2.1402e+00;4.5345e+00;6.9710e+00;4.3063e-01;6.5578e+01;7.3302e+00;1.8698e-01;3.1859e-01;3.1305e-01;1.7344e+01;1.6915e+00;5.6689e+00;1.0509e+01;;=FLOOR.XCL(-LOG10(B42),1);=FLOOR.XCL(-LOG10(C42),1);=FLOOR.XCL(-LOG10(D42),1);=FLOOR.XCL(-LOG10(E42),1);=FLOOR.XCL(-LOG10(F42),1);=FLOOR.XCL(-LOG10(G42),1);=FLOOR.XCL(-LOG10(H42),1);=FLOOR.XCL(-LOG10(I42),1);=FLOOR.XCL(-LOG10(J42),1);=FLOOR.XCL(-LOG10(K42),1);=FLOOR.XCL(-LOG10(L42),1);=FLOOR.XCL(-LOG10(M42),1);=FLOOR.XCL(-LOG10(N42),1);=FLOOR.XCL(-LOG10(O42),1);=FLOOR.XCL(-LOG10(P42),1)
f13;9.5640e-01;4.4246e-01;1.6082e+01;6.4261e-01;3.6376e-02;2.1454e+01;7.2310e-03;1.9830e-02;6.3530e+00;2.4112e-02;3.3251e-02;1.7594e-02;1.9071e+00;7.0115e-04;9.3963e-03;;=FLOOR.XCL(-LOG10(B43),1);=FLOOR.XCL(-LOG10(C43),1);=FLOOR.XCL(-LOG10(D43),1);=FLOOR.XCL(-LOG10(E43),1);=FLOOR.XCL(-LOG10(F43),1);=FLOOR.XCL(-LOG10(G43),1);=FLOOR.XCL(-LOG10(H43),1);=FLOOR.XCL(-LOG10(I43),1);=FLOOR.XCL(-LOG10(J43),1);=FLOOR.XCL(-LOG10(K43),1);=FLOOR.XCL(-LOG10(L43),1);=FLOOR.XCL(-LOG10(M43),1);=FLOOR.XCL(-LOG10(N43),1);=FLOOR.XCL(-LOG10(O43),1);=FLOOR.XCL(-LOG10(P43),1)
f14;7.3636e-06;3.0453e-05;1.7842e-05;3.1201e-06;4.7238e-08;8.4003e-05;6.3860e-05;5.0141e-05;7.9271e-05;1.1519e-04;6.9781e-06;3.2356e-05;6.8246e-07;5.3581e-05;3.5928e-07;;=FLOOR.XCL(-LOG10(B44),1);=FLOOR.XCL(-LOG10(C44),1);=FLOOR.XCL(-LOG10(D44),1);=FLOOR.XCL(-LOG10(E44),1);=FLOOR.XCL(-LOG10(F44),1);=FLOOR.XCL(-LOG10(G44),1);=FLOOR.XCL(-LOG10(H44),1);=FLOOR.XCL(-LOG10(I44),1);=FLOOR.XCL(-LOG10(J44),1);=FLOOR.XCL(-LOG10(K44),1);=FLOOR.XCL(-LOG10(L44),1);=FLOOR.XCL(-LOG10(M44),1);=FLOOR.XCL(-LOG10(N44),1);=FLOOR.XCL(-LOG10(O44),1);=FLOOR.XCL(-LOG10(P44),1)
f15;1.0000e-14;2.9908e+00;1.9899e+00;1.9929e+00;9.9496e-01;1.0000e-14;4.9748e+00;1.9899e+00;9.9496e-01;1.9899e+00;5.5650e+00;9.9496e-01;1.9899e+00;9.9496e-01;1.5814e-10;;=FLOOR.XCL(-LOG10(B45),1);=FLOOR.XCL(-LOG10(C45),1);=FLOOR.XCL(-LOG10(D45),1);=FLOOR.XCL(-LOG10(E45),1);=FLOOR.XCL(-LOG10(F45),1);=FLOOR.XCL(-LOG10(G45),1);=FLOOR.XCL(-LOG10(H45),1);=FLOOR.XCL(-LOG10(I45),1);=FLOOR.XCL(-LOG10(J45),1);=FLOOR.XCL(-LOG10(K45),1);=FLOOR.XCL(-LOG10(L45),1);=FLOOR.XCL(-LOG10(M45),1);=FLOOR.XCL(-LOG10(N45),1);=FLOOR.XCL(-LOG10(O45),1);=FLOOR.XCL(-LOG10(P45),1)
f16;4.0766e-01;6.6971e-03;1.0791e-01;6.8087e-01;9.3711e-04;5.9329e-01;1.0000e-14;3.1793e-03;1.0000e-14;1.0000e-14;1.0000e-14;1.5712e-05;6.3414e-04;1.2787e-04;1.0000e-14;;=FLOOR.XCL(-LOG10(B46),1);=FLOOR.XCL(-LOG10(C46),1);=FLOOR.XCL(-LOG10(D46),1);=FLOOR.XCL(-LOG10(E46),1);=FLOOR.XCL(-LOG10(F46),1);=FLOOR.XCL(-LOG10(G46),1);=FLOOR.XCL(-LOG10(H46),1);=FLOOR.XCL(-LOG10(I46),1);=FLOOR.XCL(-LOG10(J46),1);=FLOOR.XCL(-LOG10(K46),1);=FLOOR.XCL(-LOG10(L46),1);=FLOOR.XCL(-LOG10(M46),1);=FLOOR.XCL(-LOG10(N46),1);=FLOOR.XCL(-LOG10(O46),1);=FLOOR.XCL(-LOG10(P46),1)
f17;7.5712e-04;1.8966e-03;7.5586e-04;4.4764e-13;7.6065e-06;1.8883e-03;4.1981e-03;8.4981e-06;2.4700e-04;1.0125e-13;6.2412e-02;5.3740e-10;7.4232e-06;1.3583e-07;6.4308e-05;;=FLOOR.XCL(-LOG10(B47),1);=FLOOR.XCL(-LOG10(C47),1);=FLOOR.XCL(-LOG10(D47),1);=FLOOR.XCL(-LOG10(E47),1);=FLOOR.XCL(-LOG10(F47),1);=FLOOR.XCL(-LOG10(G47),1);=FLOOR.XCL(-LOG10(H47),1);=FLOOR.XCL(-LOG10(I47),1);=FLOOR.XCL(-LOG10(J47),1);=FLOOR.XCL(-LOG10(K47),1);=FLOOR.XCL(-LOG10(L47),1);=FLOOR.XCL(-LOG10(M47),1);=FLOOR.XCL(-LOG10(N47),1);=FLOOR.XCL(-LOG10(O47),1);=FLOOR.XCL(-LOG10(P47),1)
f18;3.9353e-02;7.8416e-01;2.8778e-05;2.5670e-01;4.5390e-02;4.2219e-02;9.1591e-02;5.0856e-01;1.5730e-02;6.3325e-09;2.9369e-02;1.5739e-02;8.7663e-03;9.3203e-02;7.5788e-04;;=FLOOR.XCL(-LOG10(B48),1);=FLOOR.XCL(-LOG10(C48),1);=FLOOR.XCL(-LOG10(D48),1);=FLOOR.XCL(-LOG10(E48),1);=FLOOR.XCL(-LOG10(F48),1);=FLOOR.XCL(-LOG10(G48),1);=FLOOR.XCL(-LOG10(H48),1);=FLOOR.XCL(-LOG10(I48),1);=FLOOR.XCL(-LOG10(J48),1);=FLOOR.XCL(-LOG10(K48),1);=FLOOR.XCL(-LOG10(L48),1);=FLOOR.XCL(-LOG10(M48),1);=FLOOR.XCL(-LOG10(N48),1);=FLOOR.XCL(-LOG10(O48),1);=FLOOR.XCL(-LOG10(P48),1)
f19;1.0051e-02;4.4017e-05;8.3088e-03;7.9163e-03;1.2163e-03;1.7985e-06;3.1756e-02;5.9905e-05;1.5791e-02;3.3858e-02;7.8675e-02;1.0385e-02;6.5863e-02;1.2190e-04;6.2886e-02;;=FLOOR.XCL(-LOG10(B49),1);=FLOOR.XCL(-LOG10(C49),1);=FLOOR.XCL(-LOG10(D49),1);=FLOOR.XCL(-LOG10(E49),1);=FLOOR.XCL(-LOG10(F49),1);=FLOOR.XCL(-LOG10(G49),1);=FLOOR.XCL(-LOG10(H49),1);=FLOOR.XCL(-LOG10(I49),1);=FLOOR.XCL(-LOG10(J49),1);=FLOOR.XCL(-LOG10(K49),1);=FLOOR.XCL(-LOG10(L49),1);=FLOOR.XCL(-LOG10(M49),1);=FLOOR.XCL(-LOG10(N49),1);=FLOOR.XCL(-LOG10(O49),1);=FLOOR.XCL(-LOG10(P49),1)
f20;1.0000e-14;1.0000e-14;3.9479e-01;8.5265e-14;1.0000e-14;1.0000e-14;3.9479e-01;3.9479e-01;1.0000e-14;3.9479e-01;1.0000e-14;3.9479e-01;7.2565e-03;1.0000e-14;1.0000e-14;;=FLOOR.XCL(-LOG10(B50),1);=FLOOR.XCL(-LOG10(C50),1);=FLOOR.XCL(-LOG10(D50),1);=FLOOR.XCL(-LOG10(E50),1);=FLOOR.XCL(-LOG10(F50),1);=FLOOR.XCL(-LOG10(G50),1);=FLOOR.XCL(-LOG10(H50),1);=FLOOR.XCL(-LOG10(I50),1);=FLOOR.XCL(-LOG10(J50),1);=FLOOR.XCL(-LOG10(K50),1);=FLOOR.XCL(-LOG10(L50),1);=FLOOR.XCL(-LOG10(M50),1);=FLOOR.XCL(-LOG10(N50),1);=FLOOR.XCL(-LOG10(O50),1);=FLOOR.XCL(-LOG10(P50),1)
f21;6.9186e-01;1.0000e-14;9.3000e-01;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;6.9203e-01;;=FLOOR.XCL(-LOG10(B51),1);=FLOOR.XCL(-LOG10(C51),1);=FLOOR.XCL(-LOG10(D51),1);=FLOOR.XCL(-LOG10(E51),1);=FLOOR.XCL(-LOG10(F51),1);=FLOOR.XCL(-LOG10(G51),1);=FLOOR.XCL(-LOG10(H51),1);=FLOOR.XCL(-LOG10(I51),1);=FLOOR.XCL(-LOG10(J51),1);=FLOOR.XCL(-LOG10(K51),1);=FLOOR.XCL(-LOG10(L51),1);=FLOOR.XCL(-LOG10(M51),1);=FLOOR.XCL(-LOG10(N51),1);=FLOOR.XCL(-LOG10(O51),1);=FLOOR.XCL(-LOG10(P51),1)
f22;6.5007e-08;1.0000e-14;9.8055e-12;1.0000e-14;6.9186e-01;6.9186e-01;1.0000e-14;9.4929e-12;1.4364e-11;1.0000e-14;2.7361e-09;2.6431e-10;1.0000e-14;5.1199e-09;6.9186e-01;;=FLOOR.XCL(-LOG10(B52),1);=FLOOR.XCL(-LOG10(C52),1);=FLOOR.XCL(-LOG10(D52),1);=FLOOR.XCL(-LOG10(E52),1);=FLOOR.XCL(-LOG10(F52),1);=FLOOR.XCL(-LOG10(G52),1);=FLOOR.XCL(-LOG10(H52),1);=FLOOR.XCL(-LOG10(I52),1);=FLOOR.XCL(-LOG10(J52),1);=FLOOR.XCL(-LOG10(K52),1);=FLOOR.XCL(-LOG10(L52),1);=FLOOR.XCL(-LOG10(M52),1);=FLOOR.XCL(-LOG10(N52),1);=FLOOR.XCL(-LOG10(O52),1);=FLOOR.XCL(-LOG10(P52),1)
f23;5.3240e-01;1.2245e+00;1.3028e+00;4.9684e-01;8.9847e-01;2.5954e-01;3.9496e-01;2.3847e-01;6.2045e-01;6.1186e-01;9.9012e-01;1.0696e-01;1.1832e+00;1.0592e-01;4.0996e-01;;=FLOOR.XCL(-LOG10(B53),1);=FLOOR.XCL(-LOG10(C53),1);=FLOOR.XCL(-LOG10(D53),1);=FLOOR.XCL(-LOG10(E53),1);=FLOOR.XCL(-LOG10(F53),1);=FLOOR.XCL(-LOG10(G53),1);=FLOOR.XCL(-LOG10(H53),1);=FLOOR.XCL(-LOG10(I53),1);=FLOOR.XCL(-LOG10(J53),1);=FLOOR.XCL(-LOG10(K53),1);=FLOOR.XCL(-LOG10(L53),1);=FLOOR.XCL(-LOG10(M53),1);=FLOOR.XCL(-LOG10(N53),1);=FLOOR.XCL(-LOG10(O53),1);=FLOOR.XCL(-LOG10(P53),1)
f24;4.7987e+00;3.5388e+00;4.0158e+00;3.1830e+00;3.3149e+00;3.7199e+00;3.9573e+00;3.8976e+00;3.4156e+00;3.3611e+00;3.5986e+00;3.2936e+00;3.6730e+00;1.3266e+00;3.7427e+00;;=FLOOR.XCL(-LOG10(B54),1);=FLOOR.XCL(-LOG10(C54),1);=FLOOR.XCL(-LOG10(D54),1);=FLOOR.XCL(-LOG10(E54),1);=FLOOR.XCL(-LOG10(F54),1);=FLOOR.XCL(-LOG10(G54),1);=FLOOR.XCL(-LOG10(H54),1);=FLOOR.XCL(-LOG10(I54),1);=FLOOR.XCL(-LOG10(J54),1);=FLOOR.XCL(-LOG10(K54),1);=FLOOR.XCL(-LOG10(L54),1);=FLOOR.XCL(-LOG10(M54),1);=FLOOR.XCL(-LOG10(N54),1);=FLOOR.XCL(-LOG10(O54),1);=FLOOR.XCL(-LOG10(P54),1)
;;;;;;;;;;;;;;;;;Total;=SUM(R31:AF54)

DIMENSION 5-D
Benchmarks;Instance 1;Instance 2;Instance 3;Instance 4;Instance 5;Instance 6;Instance 7;Instance 8;Instance 9;Instance 10;Instance 11;Instance 12;Instance 13;Instance 14;Instance 15;;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores
f1;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;;=FLOOR.XCL(-LOG10(B59),1);=FLOOR.XCL(-LOG10(C59),1);=FLOOR.XCL(-LOG10(D59),1);=FLOOR.XCL(-LOG10(E59),1);=FLOOR.XCL(-LOG10(F59),1);=FLOOR.XCL(-LOG10(G59),1);=FLOOR.XCL(-LOG10(H59),1);=FLOOR.XCL(-LOG10(I59),1);=FLOOR.XCL(-LOG10(J59),1);=FLOOR.XCL(-LOG10(K59),1);=FLOOR.XCL(-LOG10(L59),1);=FLOOR.XCL(-LOG10(M59),1);=FLOOR.XCL(-LOG10(N59),1);=FLOOR.XCL(-LOG10(O59),1);=FLOOR.XCL(-LOG10(P59),1)
f2;1.0000e-14;1.0000e-14;1.0000e-14;3.4723e+00;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.4211e-14;1.4623e-11;2.8422e-14;6.8330e+01;1.0000e-14;1.0000e-14;;=FLOOR.XCL(-LOG10(B60),1);=FLOOR.XCL(-LOG10(C60),1);=FLOOR.XCL(-LOG10(D60),1);=FLOOR.XCL(-LOG10(E60),1);=FLOOR.XCL(-LOG10(F60),1);=FLOOR.XCL(-LOG10(G60),1);=FLOOR.XCL(-LOG10(H60),1);=FLOOR.XCL(-LOG10(I60),1);=FLOOR.XCL(-LOG10(J60),1);=FLOOR.XCL(-LOG10(K60),1);=FLOOR.XCL(-LOG10(L60),1);=FLOOR.XCL(-LOG10(M60),1);=FLOOR.XCL(-LOG10(N60),1);=FLOOR.XCL(-LOG10(O60),1);=FLOOR.XCL(-LOG10(P60),1)
f3;1.9899e+00;9.9496e-01;1.9899e+00;1.9899e+00;2.9852e+00;4.9748e+00;9.9496e-01;1.9899e+00;1.9899e+00;3.9798e+00;2.9869e+00;7.7903e-07;9.9496e-01;3.9798e+00;9.9496e-01;;=FLOOR.XCL(-LOG10(B61),1);=FLOOR.XCL(-LOG10(C61),1);=FLOOR.XCL(-LOG10(D61),1);=FLOOR.XCL(-LOG10(E61),1);=FLOOR.XCL(-LOG10(F61),1);=FLOOR.XCL(-LOG10(G61),1);=FLOOR.XCL(-LOG10(H61),1);=FLOOR.XCL(-LOG10(I61),1);=FLOOR.XCL(-LOG10(J61),1);=FLOOR.XCL(-LOG10(K61),1);=FLOOR.XCL(-LOG10(L61),1);=FLOOR.XCL(-LOG10(M61),1);=FLOOR.XCL(-LOG10(N61),1);=FLOOR.XCL(-LOG10(O61),1);=FLOOR.XCL(-LOG10(P61),1)
f4;5.9697e+00;4.9748e+00;2.9849e+00;4.9749e+00;2.9849e+00;5.9698e+00;9.9508e-01;2.9849e+00;4.9748e+00;5.9697e+00;6.9647e+00;1.9899e+00;4.9748e+00;3.4698e-06;6.9647e+00;;=FLOOR.XCL(-LOG10(B62),1);=FLOOR.XCL(-LOG10(C62),1);=FLOOR.XCL(-LOG10(D62),1);=FLOOR.XCL(-LOG10(E62),1);=FLOOR.XCL(-LOG10(F62),1);=FLOOR.XCL(-LOG10(G62),1);=FLOOR.XCL(-LOG10(H62),1);=FLOOR.XCL(-LOG10(I62),1);=FLOOR.XCL(-LOG10(J62),1);=FLOOR.XCL(-LOG10(K62),1);=FLOOR.XCL(-LOG10(L62),1);=FLOOR.XCL(-LOG10(M62),1);=FLOOR.XCL(-LOG10(N62),1);=FLOOR.XCL(-LOG10(O62),1);=FLOOR.XCL(-LOG10(P62),1)
f5;1.0000e-14;1.0000e-14;1.4211e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0658e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;;=FLOOR.XCL(-LOG10(B63),1);=FLOOR.XCL(-LOG10(C63),1);=FLOOR.XCL(-LOG10(D63),1);=FLOOR.XCL(-LOG10(E63),1);=FLOOR.XCL(-LOG10(F63),1);=FLOOR.XCL(-LOG10(G63),1);=FLOOR.XCL(-LOG10(H63),1);=FLOOR.XCL(-LOG10(I63),1);=FLOOR.XCL(-LOG10(J63),1);=FLOOR.XCL(-LOG10(K63),1);=FLOOR.XCL(-LOG10(L63),1);=FLOOR.XCL(-LOG10(M63),1);=FLOOR.XCL(-LOG10(N63),1);=FLOOR.XCL(-LOG10(O63),1);=FLOOR.XCL(-LOG10(P63),1)
f6;8.3476e-07;5.1927e-06;2.0243e-07;8.6746e-05;3.8084e-06;7.7073e-05;4.7751e+00;2.1882e-05;4.7585e-05;2.6105e-04;6.7057e-06;4.1693e-07;6.7882e-07;6.8073e-05;1.9520e-03;;=FLOOR.XCL(-LOG10(B64),1);=FLOOR.XCL(-LOG10(C64),1);=FLOOR.XCL(-LOG10(D64),1);=FLOOR.XCL(-LOG10(E64),1);=FLOOR.XCL(-LOG10(F64),1);=FLOOR.XCL(-LOG10(G64),1);=FLOOR.XCL(-LOG10(H64),1);=FLOOR.XCL(-LOG10(I64),1);=FLOOR.XCL(-LOG10(J64),1);=FLOOR.XCL(-LOG10(K64),1);=FLOOR.XCL(-LOG10(L64),1);=FLOOR.XCL(-LOG10(M64),1);=FLOOR.XCL(-LOG10(N64),1);=FLOOR.XCL(-LOG10(O64),1);=FLOOR.XCL(-LOG10(P64),1)
f7;1.3583e-02;6.6159e-01;4.9447e-01;2.1065e-01;1.3894e+00;5.9525e-01;6.4983e-01;3.2923e+00;1.7716e-02;1.0000e-14;3.2825e-01;6.1356e-03;2.2024e-02;5.2157e-03;1.7545e-02;;=FLOOR.XCL(-LOG10(B65),1);=FLOOR.XCL(-LOG10(C65),1);=FLOOR.XCL(-LOG10(D65),1);=FLOOR.XCL(-LOG10(E65),1);=FLOOR.XCL(-LOG10(F65),1);=FLOOR.XCL(-LOG10(G65),1);=FLOOR.XCL(-LOG10(H65),1);=FLOOR.XCL(-LOG10(I65),1);=FLOOR.XCL(-LOG10(J65),1);=FLOOR.XCL(-LOG10(K65),1);=FLOOR.XCL(-LOG10(L65),1);=FLOOR.XCL(-LOG10(M65),1);=FLOOR.XCL(-LOG10(N65),1);=FLOOR.XCL(-LOG10(O65),1);=FLOOR.XCL(-LOG10(P65),1)
