sep=;
DIMENSION 2-D
Benchmarks;Instance 1;Instance 2;Instance 3;Instance 4;Instance 5;Instance 6;Instance 7;Instance 8;Instance 9;Instance 10;Instance 11;Instance 12;Instance 13;Instance 14;Instance 15;;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores
f11;3.0502e+01;6.2588e-01;1.4583e+01;1.1169e+01;3.3068e+01;5.0810e+01;1.4282e+01;5.5751e+01;9.9863e+00;2.7069e+01;2.6292e+01;4.6661e+01;1.2736e+01;3.2273e+01;2.1333e-01;;=FLOOR.MATH(-LOG10(B69),1);=FLOOR.MATH(-LOG10(C69),1);=FLOOR.MATH(-LOG10(D69),1);=FLOOR.MATH(-LOG10(E69),1);=FLOOR.MATH(-LOG10(F69),1);=FLOOR.MATH(-LOG10(G69),1);=FLOOR.MATH(-LOG10(H69),1);=FLOOR.MATH(-LOG10(I69),1);=FLOOR.MATH(-LOG10(J69),1);=FLOOR.MATH(-LOG10(K69),1);=FLOOR.MATH(-LOG10(L69),1);=FLOOR.MATH(-LOG10(M69),1);=FLOOR.MATH(-LOG10(N69),1);=FLOOR.MATH(-LOG10(O69),1);=FLOOR.MATH(-LOG10(P69),1)
f12;7.8411e-01;1.1468e+01;1.1739e+01;8.2701e+00;1.6524e+01;2.5778e-01;5.0665e+01;1.2858e+00;9.7751e+00;2.2078e+01;8.1168e+00;1.8340e+01;5.0822e+00;1.5097e+00;1.4229e+01;;=FLOOR.MATH(-LOG10(B70),1);=FLOOR.MATH(-LOG10(C70),1);=FLOOR.MATH(-LOG10(D70),1);=FLOOR.MATH(-LOG10(E70),1);=FLOOR.MATH(-LOG10(F70),1);=FLOOR.MATH(-LOG10(G70),1);=FLOOR.MATH(-LOG10(H70),1);=FLOOR.MATH(-LOG10(I70),1);=FLOOR.MATH(-LOG10(J70),1);=FLOOR.MATH(-LOG10(K70),1);=FLOOR.MATH(-LOG10(L70),1);=FLOOR.MATH(-LOG10(M70),1);=FLOOR.MATH(-LOG10(N70),1);=FLOOR.MATH(-LOG10(O70),1);=FLOOR.MATH(-LOG10(P70),1)
f13;1.9836e+00;3.6874e+00;1.2873e+01;6.8335e+00;7.8800e+01;1.1209e+01;8.0051e-01;1.8112e+01;4.7938e+00;4.9842e-07;4.9146e+01;7.4915e+00;3.0452e-01;2.3651e+00;9.6718e+00;;=FLOOR.MATH(-LOG10(B71),1);=FLOOR.MATH(-LOG10(C71),1);=FLOOR.MATH(-LOG10(D71),1);=FLOOR.MATH(-LOG10(E71),1);=FLOOR.MATH(-LOG10(F71),1);=FLOOR.MATH(-LOG10(G71),1);=FLOOR.MATH(-LOG10(H71),1);=FLOOR.MATH(-LOG10(I71),1);=FLOOR.MATH(-LOG10(J71),1);=FLOOR.MATH(-LOG10(K71),1);=FLOOR.MATH(-LOG10(L71),1);=FLOOR.MATH(-LOG10(M71),1);=FLOOR.MATH(-LOG10(N71),1);=FLOOR.MATH(-LOG10(O71),1);=FLOOR.MATH(-LOG10(P71),1)
f14;2.4733e-04;3.3772e-04;1.0855e-04;3.3204e-04;2.0649e-04;3.7533e-04;4.3465e-04;1.5430e-04;7.5918e-04;8.3556e-05;4.8367e-04;1.9763e-04;9.8181e-05;4.2131e-04;3.9695e-04;;=FLOOR.MATH(-LOG10(B72),1);=FLOOR.MATH(-LOG10(C72),1);=FLOOR.MATH(-LOG10(D72),1);=FLOOR.MATH(-LOG10(E72),1);=FLOOR.MATH(-LOG10(F72),1);=FLOOR.MATH(-LOG10(G72),1);=FLOOR.MATH(-LOG10(H72),1);=FLOOR.MATH(-LOG10(I72),1);=FLOOR.MATH(-LOG10(J72),1);=FLOOR.MATH(-LOG10(K72),1);=FLOOR.MATH(-LOG10(L72),1);=FLOOR.MATH(-LOG10(M72),1);=FLOOR.MATH(-LOG10(N72),1);=FLOOR.MATH(-LOG10(O72),1);=FLOOR.MATH(-LOG10(P72),1)
f15;7.1171e+00;3.9926e+00;1.9899e+00;2.9850e+00;6.9693e+00;6.9647e+00;4.0181e+00;1.9899e+00;4.9748e+00;2.9860e+00;7.9597e+00;1.2706e+01;5.9698e+00;4.9748e+00;4.9748e+00;;=FLOOR.MATH(-LOG10(B73),1);=FLOOR.MATH(-LOG10(C73),1);=FLOOR.MATH(-LOG10(D73),1);=FLOOR.MATH(-LOG10(E73),1);=FLOOR.MATH(-LOG10(F73),1);=FLOOR.MATH(-LOG10(G73),1);=FLOOR.MATH(-LOG10(H73),1);=FLOOR.MATH(-LOG10(I73),1);=FLOOR.MATH(-LOG10(J73),1);=FLOOR.MATH(-LOG10(K73),1);=FLOOR.MATH(-LOG10(L73),1);=FLOOR.MATH(-LOG10(M73),1);=FLOOR.MATH(-LOG10(N73),1);=FLOOR.MATH(-LOG10(O73),1);=FLOOR.MATH(-LOG10(P73),1)
f16;1.3263e-01;2.5196e-01;1.2263e-01;6.4070e-02;1.0491e+00;1.3498e+00;2.5463e-02;1.1248e-01;1.1378e+00;6.0834e-01;3.0990e-01;6.6718e-01;4.5607e+00;1.3370e-01;1.5743e-01;;=FLOOR.MATH(-LOG10(B74),1);=FLOOR.MATH(-LOG10(C74),1);=FLOOR.MATH(-LOG10(D74),1);=FLOOR.MATH(-LOG10(E74),1);=FLOOR.MATH(-LOG10(F74),1);=FLOOR.MATH(-LOG10(G74),1);=FLOOR.MATH(-LOG10(H74),1);=FLOOR.MATH(-LOG10(I74),1);=FLOOR.MATH(-LOG10(J74),1);=FLOOR.MATH(-LOG10(K74),1);=FLOOR.MATH(-LOG10(L74),1);=FLOOR.MATH(-LOG10(M74),1);=FLOOR.MATH(-LOG10(N74),1);=FLOOR.MATH(-LOG10(O74),1);=FLOOR.MATH(-LOG10(P74),1)
f17;2.1464e-01;2.5824e-02;5.7811e-04;1.0878e-03;1.6423e-02;4.5840e-03;9.7185e-02;2.0199e-04;9.2028e-02;8.6670e-03;2.4418e-02;1.3468e-04;1.2311e-02;2.2192e-01;2.4351e-03;;=FLOOR.MATH(-LOG10(B75),1);=FLOOR.MATH(-LOG10(C75),1);=FLOOR.MATH(-LOG10(D75),1);=FLOOR.MATH(-LOG10(E75),1);=FLOOR.MATH(-LOG10(F75),1);=FLOOR.MATH(-LOG10(G75),1);=FLOOR.MATH(-LOG10(H75),1);=FLOOR.MATH(-LOG10(I75),1);=FLOOR.MATH(-LOG10(J75),1);=FLOOR.MATH(-LOG10(K75),1);=FLOOR.MATH(-LOG10(L75),1);=FLOOR.MATH(-LOG10(M75),1);=FLOOR.MATH(-LOG10(N75),1);=FLOOR.MATH(-LOG10(O75),1);=FLOOR.MATH(-LOG10(P75),1)
f18;1.4363e-01;1.0798e-01;1.8959e-01;3.4325e-01;4.2383e-02;1.7810e+00;7.5458e-01;2.5242e-02;4.6600e-01;1.2997e-01;2.4224e-02;1.9943e-01;6.1074e-01;2.2249e-01;2.2321e-01;;=FLOOR.MATH(-LOG10(B76),1);=FLOOR.MATH(-LOG10(C76),1);=FLOOR.MATH(-LOG10(D76),1);=FLOOR.MATH(-LOG10(E76),1);=FLOOR.MATH(-LOG10(F76),1);=FLOOR.MATH(-LOG10(G76),1);=FLOOR.MATH(-LOG10(H76),1);=FLOOR.MATH(-LOG10(I76),1);=FLOOR.MATH(-LOG10(J76),1);=FLOOR.MATH(-LOG10(K76),1);=FLOOR.MATH(-LOG10(L76),1);=FLOOR.MATH(-LOG10(M76),1);=FLOOR.MATH(-LOG10(N76),1);=FLOOR.MATH(-LOG10(O76),1);=FLOOR.MATH(-LOG10(P76),1)
f19;7.7730e-01;6.1800e-01;2.6573e-01;5.6180e-01;4.3555e-01;2.3701e-01;1.5078e-01;8.3380e-01;7.5971e-01;6.7756e-01;1.6940e-01;5.8422e-01;3.4927e-01;3.4121e-01;8.0550e-01;;=FLOOR.MATH(-LOG10(B77),1);=FLOOR.MATH(-LOG10(C77),1);=FLOOR.MATH(-LOG10(D77),1);=FLOOR.MATH(-LOG10(E77),1);=FLOOR.MATH(-LOG10(F77),1);=FLOOR.MATH(-LOG10(G77),1);=FLOOR.MATH(-LOG10(H77),1);=FLOOR.MATH(-LOG10(I77),1);=FLOOR.MATH(-LOG10(J77),1);=FLOOR.MATH(-LOG10(K77),1);=FLOOR.MATH(-LOG10(L77),1);=FLOOR.MATH(-LOG10(M77),1);=FLOOR.MATH(-LOG10(N77),1);=FLOOR.MATH(-LOG10(O77),1);=FLOOR.MATH(-LOG10(P77),1)
f20;8.2909e-01;6.7116e-01;9.4751e-01;4.7375e-01;4.7375e-01;4.7375e-01;2.3688e-01;1.0267e+00;4.7375e-01;4.7377e-01;4.3428e-01;1.0000e-14;1.0267e+00;2.1316e-14;7.1063e-01;;=FLOOR.MATH(-LOG10(B78),1);=FLOOR.MATH(-LOG10(C78),1);=FLOOR.MATH(-LOG10(D78),1);=FLOOR.MATH(-LOG10(E78),1);=FLOOR.MATH(-LOG10(F78),1);=FLOOR.MATH(-LOG10(G78),1);=FLOOR.MATH(-LOG10(H78),1);=FLOOR.MATH(-LOG10(I78),1);=FLOOR.MATH(-LOG10(J78),1);=FLOOR.MATH(-LOG10(K78),1);=FLOOR.MATH(-LOG10(L78),1);=FLOOR.MATH(-LOG10(M78),1);=FLOOR.MATH(-LOG10(N78),1);=FLOOR.MATH(-LOG10(O78),1);=FLOOR.MATH(-LOG10(P78),1)
f21;2.4730e+00;1.8030e+00;1.0000e-14;1.2453e+00;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;9.3000e-01;1.0000e-14;2.1186e+00;1.9994e+00;1.0000e-14;1.0000e-14;1.5630e+00;;=FLOOR.MATH(-LOG10(B79),1);=FLOOR.MATH(-LOG10(C79),1);=FLOOR.MATH(-LOG10(D79),1);=FLOOR.MATH(-LOG10(E79),1);=FLOOR.MATH(-LOG10(F79),1);=FLOOR.MATH(-LOG10(G79),1);=FLOOR.MATH(-LOG10(H79),1);=FLOOR.MATH(-LOG10(I79),1);=FLOOR.MATH(-LOG10(J79),1);=FLOOR.MATH(-LOG10(K79),1);=FLOOR.MATH(-LOG10(L79),1);=FLOOR.MATH(-LOG10(M79),1);=FLOOR.MATH(-LOG10(N79),1);=FLOOR.MATH(-LOG10(O79),1);=FLOOR.MATH(-LOG10(P79),1)
f22;4.2019e-02;6.9186e-01;2.5905e+00;2.5905e+00;2.5911e+00;1.0239e-11;3.3071e-09;6.9186e-01;2.2937e-05;3.1733e-10;2.7164e+00;6.9186e-01;9.1609e-10;1.1126e+01;6.9186e-01;;=FLOOR.MATH(-LOG10(B80),1);=FLOOR.MATH(-LOG10(C80),1);=FLOOR.MATH(-LOG10(D80),1);=FLOOR.MATH(-LOG10(E80),1);=FLOOR.MATH(-LOG10(F80),1);=FLOOR.MATH(-LOG10(G80),1);=FLOOR.MATH(-LOG10(H80),1);=FLOOR.MATH(-LOG10(I80),1);=FLOOR.MATH(-LOG10(J80),1);=FLOOR.MATH(-LOG10(K80),1);=FLOOR.MATH(-LOG10(L80),1);=FLOOR.MATH(-LOG10(M80),1);=FLOOR.MATH(-LOG10(N80),1);=FLOOR.MATH(-LOG10(O80),1);=FLOOR.MATH(-LOG10(P80),1)
f23;1.2186e+00;5.5827e-01;7.3158e-01;6.9910e-01;1.9170e+00;7.3922e-01;1.1805e+00;1.0509e+00;1.2197e+00;1.0459e+00;7.0730e-01;7.0606e-01;1.7448e+00;1.4739e+00;1.4609e+00;;=FLOOR.MATH(-LOG10(B81),1);=FLOOR.MATH(-LOG10(C81),1);=FLOOR.MATH(-LOG10(D81),1);=FLOOR.MATH(-LOG10(E81),1);=FLOOR.MATH(-LOG10(F81),1);=FLOOR.MATH(-LOG10(G81),1);=FLOOR.MATH(-LOG10(H81),1);=FLOOR.MATH(-LOG10(I81),1);=FLOOR.MATH(-LOG10(J81),1);=FLOOR.MATH(-LOG10(K81),1);=FLOOR.MATH(-LOG10(L81),1);=FLOOR.MATH(-LOG10(M81),1);=FLOOR.MATH(-LOG10(N81),1);=FLOOR.MATH(-LOG10(O81),1);=FLOOR.MATH(-LOG10(P81),1)
f24;1.1717e+01;7.1828e+00;7.6145e+00;7.6655e+00;6.7314e+00;6.2100e+00;3.5997e+00;1.2970e+01;6.7888e+00;6.8948e+00;1.0042e+01;6.8871e+00;1.0295e+01;7.8640e+00;1.5196e+01;;=FLOOR.MATH(-LOG10(B82),1);=FLOOR.MATH(-LOG10(C82),1);=FLOOR.MATH(-LOG10(D82),1);=FLOOR.MATH(-LOG10(E82),1);=FLOOR.MATH(-LOG10(F82),1);=FLOOR.MATH(-LOG10(G82),1);=FLOOR.MATH(-LOG10(H82),1);=FLOOR.MATH(-LOG10(I82),1);=FLOOR.MATH(-LOG10(J82),1);=FLOOR.MATH(-LOG10(K82),1);=FLOOR.MATH(-LOG10(L82),1);=FLOOR.MATH(-LOG10(M82),1);=FLOOR.MATH(-LOG10(N82),1);=FLOOR.MATH(-LOG10(O82),1);=FLOOR.MATH(-LOG10(P82),1)
;;;;;;;;;;;;;;;;;Total;=SUM(R59:AF82)

DIMENSION 10-D
Benchmarks;Instance 1;Instance 2;Instance 3;Instance 4;Instance 5;Instance 6;Instance 7;Instance 8;Instance 9;Instance 10;Instance 11;Instance 12;Instance 13;Instance 14;Instance 15;;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores
f1;2.2013e-11;8.2497e-07;1.9128e-09;1.4909e-09;7.5866e-10;3.5919e-07;3.7301e-10;8.3453e-11;9.7565e-09;1.5129e-08;1.8501e-08;4.2355e-08;1.0115e-06;6.7452e-11;7.9561e-10;;=FLOOR.MATH(-LOG10(B87),1);=FLOOR.MATH(-LOG10(C87),1);=FLOOR.MATH(-LOG10(D87),1);=FLOOR.MATH(-LOG10(E87),1);=FLOOR.MATH(-LOG10(F87),1);=FLOOR.MATH(-LOG10(G87),1);=FLOOR.MATH(-LOG10(H87),1);=FLOOR.MATH(-LOG10(I87),1);=FLOOR.MATH(-LOG10(J87),1);=FLOOR.MATH(-LOG10(K87),1);=FLOOR.MATH(-LOG10(L87),1);=FLOOR.MATH(-LOG10(M87),1);=FLOOR.MATH(-LOG10(N87),1);=FLOOR.MATH(-LOG10(O87),1);=FLOOR.MATH(-LOG10(P87),1)
f2;3.8467e+00;1.0000e+03;5.8860e+02;8.7394e+01;1.8964e+01;9.1503e+02;2.6523e+00;1.7217e+02;9.1314e+02;4.1401e+00;2.4735e+01;1.0628e+01;4.1741e+02;9.3036e+00;3.9363e+01;;=FLOOR.MATH(-LOG10(B88),1);=FLOOR.MATH(-LOG10(C88),1);=FLOOR.MATH(-LOG10(D88),1);=FLOOR.MATH(-LOG10(E88),1);=FLOOR.MATH(-LOG10(F88),1);=FLOOR.MATH(-LOG10(G88),1);=FLOOR.MATH(-LOG10(H88),1);=FLOOR.MATH(-LOG10(I88),1);=FLOOR.MATH(-LOG10(J88),1);=FLOOR.MATH(-LOG10(K88),1);=FLOOR.MATH(-LOG10(L88),1);=FLOOR.MATH(-LOG10(M88),1);=FLOOR.MATH(-LOG10(N88),1);=FLOOR.MATH(-LOG10(O88),1);=FLOOR.MATH(-LOG10(P88),1)
f3;7.9597e+00;4.9816e+00;1.0948e+01;1.4091e+01;9.0890e+00;1.4924e+01;1.2972e+01;1.2938e+01;1.2936e+01;1.8905e+01;8.9656e+00;1.1010e+01;1.3938e+01;7.9619e+00;1.8912e+01;;=FLOOR.MATH(-LOG10(B89),1);=FLOOR.MATH(-LOG10(C89),1);=FLOOR.MATH(-LOG10(D89),1);=FLOOR.MATH(-LOG10(E89),1);=FLOOR.MATH(-LOG10(F89),1);=FLOOR.MATH(-LOG10(G89),1);=FLOOR.MATH(-LOG10(H89),1);=FLOOR.MATH(-LOG10(I89),1);=FLOOR.MATH(-LOG10(J89),1);=FLOOR.MATH(-LOG10(K89),1);=FLOOR.MATH(-LOG10(L89),1);=FLOOR.MATH(-LOG10(M89),1);=FLOOR.MATH(-LOG10(N89),1);=FLOOR.MATH(-LOG10(O89),1);=FLOOR.MATH(-LOG10(P89),1)
f4;1.6915e+01;1.2412e+01;7.9600e+00;1.4930e+01;2.5870e+01;3.3829e+01;1.1555e+01;8.9547e+00;2.8870e+01;2.2892e+01;2.8854e+01;1.8908e+01;1.8924e+01;2.1896e+01;1.1068e+01;;=FLOOR.MATH(-LOG10(B90),1);=FLOOR.MATH(-LOG10(C90),1);=FLOOR.MATH(-LOG10(D90),1);=FLOOR.MATH(-LOG10(E90),1);=FLOOR.MATH(-LOG10(F90),1);=FLOOR.MATH(-LOG10(G90),1);=FLOOR.MATH(-LOG10(H90),1);=FLOOR.MATH(-LOG10(I90),1);=FLOOR.MATH(-LOG10(J90),1);=FLOOR.MATH(-LOG10(K90),1);=FLOOR.MATH(-LOG10(L90),1);=FLOOR.MATH(-LOG10(M90),1);=FLOOR.MATH(-LOG10(N90),1);=FLOOR.MATH(-LOG10(O90),1);=FLOOR.MATH(-LOG10(P90),1)
f5;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.4211e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0658e-14;1.0000e-14;1.0000e-14;1.4211e-14;1.0000e-14;;=FLOOR.MATH(-LOG10(B91),1);=FLOOR.MATH(-LOG10(C91),1);=FLOOR.MATH(-LOG10(D91),1);=FLOOR.MATH(-LOG10(E91),1);=FLOOR.MATH(-LOG10(F91),1);=FLOOR.MATH(-LOG10(G91),1);=FLOOR.MATH(-LOG10(H91),1);=FLOOR.MATH(-LOG10(I91),1);=FLOOR.MATH(-LOG10(J91),1);=FLOOR.MATH(-LOG10(K91),1);=FLOOR.MATH(-LOG10(L91),1);=FLOOR.MATH(-LOG10(M91),1);=FLOOR.MATH(-LOG10(N91),1);=FLOOR.MATH(-LOG10(O91),1);=FLOOR.MATH(-LOG10(P91),1)
f6;6.4030e-02;2.5767e+01;1.3965e+00;6.7561e+00;1.8817e+01;2.5439e+00;1.1990e+01;3.7026e+00;5.6012e-01;1.0641e+01;2.3840e+01;5.4928e-01;2.6957e+01;9.5569e-01;1.3742e-01;;=FLOOR.MATH(-LOG10(B92),1);=FLOOR.MATH(-LOG10(C92),1);=FLOOR.MATH(-LOG10(D92),1);=FLOOR.MATH(-LOG10(E92),1);=FLOOR.MATH(-LOG10(F92),1);=FLOOR.MATH(-LOG10(G92),1);=FLOOR.MATH(-LOG10(H92),1);=FLOOR.MATH(-LOG10(I92),1);=FLOOR.MATH(-LOG10(J92),1);=FLOOR.MATH(-LOG10(K92),1);=FLOOR.MATH(-LOG10(L92),1);=FLOOR.MATH(-LOG10(M92),1);=FLOOR.MATH(-LOG10(N92),1);=FLOOR.MATH(-LOG10(O92),1);=FLOOR.MATH(-LOG10(P92),1)
f7;1.7019e+00;1.1416e+01;2.2671e+00;3.9981e-01;3.5862e+00;4.9928e+00;3.0750e+00;1.6085e+00;1.9369e+00;2.1887e+00;5.1042e+00;1.1537e+01;1.4518e+00;3.0090e+00;3.7376e+00;;=FLOOR.MATH(-LOG10(B93),1);=FLOOR.MATH(-LOG10(C93),1);=FLOOR.MATH(-LOG10(D93),1);=FLOOR.MATH(-LOG10(E93),1);=FLOOR.MATH(-LOG10(F93),1);=FLOOR.MATH(-LOG10(G93),1);=FLOOR.MATH(-LOG10(H93),1);=FLOOR.MATH(-LOG10(I93),1);=FLOOR.MATH(-LOG10(J93),1);=FLOOR.MATH(-LOG10(K93),1);=FLOOR.MATH(-LOG10(L93),1);=FLOOR.MATH(-LOG10(M93),1);=FLOOR.MATH(-LOG10(N93),1);=FLOOR.MATH(-LOG10(O93),1);=FLOOR.MATH(-LOG10(P93),1)
f8;7.6626e+01;6.0346e+00;5.9746e+00;9.0759e+00;6.0935e+00;7.1035e+00;7.7903e+00;7.1657e+00;5.4698e+00;1.6962e+02;7.4629e+01;9.6041e+00;6.1039e+00;9.0239e-01;7.3061e+00;;=FLOOR.MATH(-LOG10(B94),1);=FLOOR.MATH(-LOG10(C94),1);=FLOOR.MATH(-LOG10(D94),1);=FLOOR.MATH(-LOG10(E94),1);=FLOOR.MATH(-LOG10(F94),1);=FLOOR.MATH(-LOG10(G94),1);=FLOOR.MATH(-LOG10(H94),1);=FLOOR.MATH(-LOG10(I94),1);=FLOOR.MATH(-LOG10(J94),1);=FLOOR.MATH(-LOG10(K94),1);=FLOOR.MATH(-LOG10(L94),1);=FLOOR.MATH(-LOG10(M94),1);=FLOOR.MATH(-LOG10(N94),1);=FLOOR.MATH(-LOG10(O94),1);=FLOOR.MATH(-LOG10(P94),1)
f9;9.5432e+00;8.6878e+00;1.3553e-01;6.4164e+00;9.0957e+00;5.8373e+00;2.7647e+00;7.4928e+00;7.4238e+00;9.4560e+00;8.1806e+00;8.6934e+00;8.2173e+01;5.7897e+00;7.5550e+01;;=FLOOR.MATH(-LOG10(B95),1);=FLOOR.MATH(-LOG10(C95),1);=FLOOR.MATH(-LOG10(D95),1);=FLOOR.MATH(-LOG10(E95),1);=FLOOR.MATH(-LOG10(F95),1);=FLOOR.MATH(-LOG10(G95),1);=FLOOR.MATH(-LOG10(H95),1);=FLOOR.MATH(-LOG10(I95),1);=FLOOR.MATH(-LOG10(J95),1);=FLOOR.MATH(-LOG10(K95),1);=FLOOR.MATH(-LOG10(L95),1);=FLOOR.MATH(-LOG10(M95),1);=FLOOR.MATH(-LOG10(N95),1);=FLOOR.MATH(-LOG10(O95),1);=FLOOR.MATH(-LOG10(P95),1)
f10;1.0000e+03;9.3112e+02;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;1.0000e+03;;=FLOOR.MATH(-LOG10(B96),1);=FLOOR.MATH(-LOG10(C96),1);=FLOOR.MATH(-LOG10(D96),1);=FLOOR.MATH(-LOG10(E96),1);=FLOOR.MATH(-LOG10(F96),1);=FLOOR.MATH(-LOG10(G96),1);=FLOOR.MATH(-LOG10(H96),1);=FLOOR.MATH(-LOG10(I96),1);=FLOOR.MATH(-LOG10(J96),1);=FLOOR.MATH(-LOG10(K96),1);=FLOOR.MATH(-LOG10(L96),1);=FLOOR.MATH(-LOG10(M96),1);=FLOOR.MATH(-LOG10(N96),1);=FLOOR.MATH(-LOG10(O96),1);=FLOOR.MATH(-LOG10(P96),1)
f11;3.3849e+01;7.7825e+01;9.8215e+01;5.4570e+01;5.2770e+01;6.2192e+01;4.1891e+01;9.6529e+01;8.3471e+01;1.0402e+02;6.8528e+01;8.0560e+01;6.1518e+01;4.9548e+01;3.0232e+01;;=FLOOR.MATH(-LOG10(B97),1);=FLOOR.MATH(-LOG10(C97),1);=FLOOR.MATH(-LOG10(D97),1);=FLOOR.MATH(-LOG10(E97),1);=FLOOR.MATH(-LOG10(F97),1);=FLOOR.MATH(-LOG10(G97),1);=FLOOR.MATH(-LOG10(H97),1);=FLOOR.MATH(-LOG10(I97),1);=FLOOR.MATH(-LOG10(J97),1);=FLOOR.MATH(-LOG10(K97),1);=FLOOR.MATH(-LOG10(L97),1);=FLOOR.MATH(-LOG10(M97),1);=FLOOR.MATH(-LOG10(N97),1);=FLOOR.MATH(-LOG10(O97),1);=FLOOR.MATH(-LOG10(P97),1)
f12;2.7924e+01;4.3078e+00;2.5996e-01;1.0000e+03;2.8908e-01;1.3260e+01;4.4158e+00;2.1511e+01;8.0406e-01;8.1842e-01;2.0407e-01;4.3143e+00;2.4397e+01;1.1598e+01;1.1644e+01;;=FLOOR.MATH(-LOG10(B98),1);=FLOOR.MATH(-LOG10(C98),1);=FLOOR.MATH(-LOG10(D98),1);=FLOOR.MATH(-LOG10(E98),1);=FLOOR.MATH(-LOG10(F98),1);=FLOOR.MATH(-LOG10(G98),1);=FLOOR.MATH(-LOG10(H98),1);=FLOOR.MATH(-LOG10(I98),1);=FLOOR.MATH(-LOG10(J98),1);=FLOOR.MATH(-LOG10(K98),1);=FLOOR.MATH(-LOG10(L98),1);=FLOOR.MATH(-LOG10(M98),1);=FLOOR.MATH(-LOG10(N98),1);=FLOOR.MATH(-LOG10(O98),1);=FLOOR.MATH(-LOG10(P98),1)
f13;7.5008e+00;5.5076e+00;6.5493e-01;1.2685e+01;6.3356e+00;9.6789e-02;2.1023e-01;1.1761e-01;5.3826e-01;4.0315e-02;3.6886e+00;1.3453e+02;6.6331e+01;3.1876e+00;2.2580e+01;;=FLOOR.MATH(-LOG10(B99),1);=FLOOR.MATH(-LOG10(C99),1);=FLOOR.MATH(-LOG10(D99),1);=FLOOR.MATH(-LOG10(E99),1);=FLOOR.MATH(-LOG10(F99),1);=FLOOR.MATH(-LOG10(G99),1);=FLOOR.MATH(-LOG10(H99),1);=FLOOR.MATH(-LOG10(I99),1);=FLOOR.MATH(-LOG10(J99),1);=FLOOR.MATH(-LOG10(K99),1);=FLOOR.MATH(-LOG10(L99),1);=FLOOR.MATH(-LOG10(M99),1);=FLOOR.MATH(-LOG10(N99),1);=FLOOR.MATH(-LOG10(O99),1);=FLOOR.MATH(-LOG10(P99),1)
f14;5.8499e-04;3.0724e-03;8.0104e-04;1.0712e-03;6.2022e-04;1.9885e-03;1.8845e-03;6.3714e-04;1.4228e-03;9.2063e-04;8.0143e-04;4.3277e-03;1.4647e-03;4.0903e-04;1.9082e-03;;=FLOOR.MATH(-LOG10(B100),1);=FLOOR.MATH(-LOG10(C100),1);=FLOOR.MATH(-LOG10(D100),1);=FLOOR.MATH(-LOG10(E100),1);=FLOOR.MATH(-LOG10(F100),1);=FLOOR.MATH(-LOG10(G100),1);=FLOOR.MATH(-LOG10(H100),1);=FLOOR.MATH(-LOG10(I100),1);=FLOOR.MATH(-LOG10(J100),1);=FLOOR.MATH(-LOG10(K100),1);=FLOOR.MATH(-LOG10(L100),1);=FLOOR.MATH(-LOG10(M100),1);=FLOOR.MATH(-LOG10(N100),1);=FLOOR.MATH(-LOG10(O100),1);=FLOOR.MATH(-LOG10(P100),1)
f15;1.4060e+01;1.6233e+01;1.4957e+01;5.4313e+01;1.4248e+01;2.8024e+01;1.1273e+01;1.3133e+01;1.7914e+01;2.0976e+01;1.3157e+01;4.6043e+01;4.1694e+01;5.2352e+01;2.6910e+01;;=FLOOR.MATH(-LOG10(B101),1);=FLOOR.MATH(-LOG10(C101),1);=FLOOR.MATH(-LOG10(D101),1);=FLOOR.MATH(-LOG10(E101),1);=FLOOR.MATH(-LOG10(F101),1);=FLOOR.MATH(-LOG10(G101),1);=FLOOR.MATH(-LOG10(H101),1);=FLOOR.MATH(-LOG10(I101),1);=FLOOR.MATH(-LOG10(J101),1);=FLOOR.MATH(-LOG10(K101),1);=FLOOR.MATH(-LOG10(L101),1);=FLOOR.MATH(-LOG10(M101),1);=FLOOR.MATH(-LOG10(N101),1);=FLOOR.MATH(-LOG10(O101),1);=FLOOR.MATH(-LOG10(P101),1)
